project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
TCGA-LGG	dbfaccb0-e8c0-48e8-9aef-570267574822	TCGA-HT-7473	d302390b-4b66-48e6-92de-612504b34fa3	TCGA-HT-7473-01A	4bc2286e-2de2-4d02-9883-f35fb3071a2c	TCGA-HT-7473-01A-11	12e3c891-1b60-43ce-af85-eeffd669681f	TCGA-HT-7473-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dbfaccb0-e8c0-48e8-9aef-570267574822	TCGA-HT-7473	d302390b-4b66-48e6-92de-612504b34fa3	TCGA-HT-7473-01A	4bc2286e-2de2-4d02-9883-f35fb3071a2c	TCGA-HT-7473-01A-11	6080ac74-45ef-4ce8-b8f0-246a47cccd5d	TCGA-HT-7473-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dbfaccb0-e8c0-48e8-9aef-570267574822	TCGA-HT-7473	d302390b-4b66-48e6-92de-612504b34fa3	TCGA-HT-7473-01A	4bc2286e-2de2-4d02-9883-f35fb3071a2c	TCGA-HT-7473-01A-11	b3afb3e3-d2c7-4a42-9153-4eec6a973c87	TCGA-HT-7473-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.38	8.3	UV Spec	released	'--
TCGA-LGG	dcbbaca6-a24b-4bed-95de-314cff71e436	TCGA-S9-A6TY	a3a0c90a-1571-47c7-b1bf-18ac456fc826	TCGA-S9-A6TY-10A	8500f163-83b3-4699-816b-c704ee4e8e89	TCGA-S9-A6TY-10A-01	59edb525-910d-4826-878c-011edb9d5063	TCGA-S9-A6TY-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	dcbbaca6-a24b-4bed-95de-314cff71e436	TCGA-S9-A6TY	a3a0c90a-1571-47c7-b1bf-18ac456fc826	TCGA-S9-A6TY-10A	8500f163-83b3-4699-816b-c704ee4e8e89	TCGA-S9-A6TY-10A-01	6378c82e-2382-483b-a097-bafd1da676f2	TCGA-S9-A6TY-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcbbaca6-a24b-4bed-95de-314cff71e436	TCGA-S9-A6TY	ef30940b-403d-4de4-b1aa-bffef562948c	TCGA-S9-A6TY-01A	6ab55359-0897-45e5-a642-85454228a4e3	TCGA-S9-A6TY-01A-12	2b69a7f5-09e3-408f-8297-befc87b2b5f5	TCGA-S9-A6TY-01A-12D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcbbaca6-a24b-4bed-95de-314cff71e436	TCGA-S9-A6TY	ef30940b-403d-4de4-b1aa-bffef562948c	TCGA-S9-A6TY-01A	6ab55359-0897-45e5-a642-85454228a4e3	TCGA-S9-A6TY-01A-12	2c16c017-2346-4ded-9dbc-81f4a5579265	TCGA-S9-A6TY-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	dcbbaca6-a24b-4bed-95de-314cff71e436	TCGA-S9-A6TY	ef30940b-403d-4de4-b1aa-bffef562948c	TCGA-S9-A6TY-01A	6ab55359-0897-45e5-a642-85454228a4e3	TCGA-S9-A6TY-01A-12	ec1a4899-5e2f-442a-b480-160f20f7c03b	TCGA-S9-A6TY-01A-12R	1.76	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.54	8.6	UV Spec	released	'--
TCGA-LGG	dcd0856d-423a-40d7-8070-4c0988d61416	TCGA-DH-5143	570101b6-3670-4d1a-a94d-0ddc8df42061	TCGA-DH-5143-01A	29b2ec4e-b11c-4bbf-82ea-b5a9d4c8d78f	TCGA-DH-5143-01A-01	6e61bc52-7692-4b2a-ad6a-1c55adebd49e	TCGA-DH-5143-01A-01D	1.9	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	dcd0856d-423a-40d7-8070-4c0988d61416	TCGA-DH-5143	570101b6-3670-4d1a-a94d-0ddc8df42061	TCGA-DH-5143-01A	29b2ec4e-b11c-4bbf-82ea-b5a9d4c8d78f	TCGA-DH-5143-01A-01	7747933e-65cd-4bce-9ffe-73845f83389d	TCGA-DH-5143-01A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	dcd0856d-423a-40d7-8070-4c0988d61416	TCGA-DH-5143	570101b6-3670-4d1a-a94d-0ddc8df42061	TCGA-DH-5143-01A	29b2ec4e-b11c-4bbf-82ea-b5a9d4c8d78f	TCGA-DH-5143-01A-01	a46039c4-e0a4-4ebc-84fc-58e500d48750	TCGA-DH-5143-01A-01R	1.5	'--	'--	RNA	R	'--	0.14	mirVana (Allprep DNA) RNA	Yes	0.05	7.2	UV Spec	released	'--
TCGA-LGG	dcd0856d-423a-40d7-8070-4c0988d61416	TCGA-DH-5143	d5e50908-ddb0-4887-b6c3-63038ad511b8	TCGA-DH-5143-10A	e44e25b0-7b59-4881-af36-fbdbc6227dc9	TCGA-DH-5143-10A-01	0d2f7c9a-2a45-4afc-9672-e5e56a3113fe	TCGA-DH-5143-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	dcd0856d-423a-40d7-8070-4c0988d61416	TCGA-DH-5143	d5e50908-ddb0-4887-b6c3-63038ad511b8	TCGA-DH-5143-10A	e44e25b0-7b59-4881-af36-fbdbc6227dc9	TCGA-DH-5143-10A-01	b363fd43-146b-4c74-a3e9-303ebf40a111	TCGA-DH-5143-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	dcd45077-f068-490b-bdcc-4d4a62285116	TCGA-FG-8186	a1ea2f9c-a858-4ba0-b4e4-c39709848f99	TCGA-FG-8186-10A	a3a7a71f-79d2-4e26-9caf-d6f74052a664	TCGA-FG-8186-10A-01	0d507dbd-c668-48f0-bcb6-22c62404c5eb	TCGA-FG-8186-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcd45077-f068-490b-bdcc-4d4a62285116	TCGA-FG-8186	a1ea2f9c-a858-4ba0-b4e4-c39709848f99	TCGA-FG-8186-10A	a3a7a71f-79d2-4e26-9caf-d6f74052a664	TCGA-FG-8186-10A-01	606119e3-3612-448c-b3d2-0337ff3f7797	TCGA-FG-8186-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcd45077-f068-490b-bdcc-4d4a62285116	TCGA-FG-8186	b5e4e398-8344-4d8a-a2d9-3e2996c22fd9	TCGA-FG-8186-01A	0793a41d-861b-4573-922d-43c0dcb50080	TCGA-FG-8186-01A-11	7c9e9045-feae-4c8e-a118-d5a17e155272	TCGA-FG-8186-01A-11D	'--	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcd45077-f068-490b-bdcc-4d4a62285116	TCGA-FG-8186	b5e4e398-8344-4d8a-a2d9-3e2996c22fd9	TCGA-FG-8186-01A	0793a41d-861b-4573-922d-43c0dcb50080	TCGA-FG-8186-01A-11	bff0f1b5-b0c0-4208-b4c1-9c49cc08ac44	TCGA-FG-8186-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dcd45077-f068-490b-bdcc-4d4a62285116	TCGA-FG-8186	b5e4e398-8344-4d8a-a2d9-3e2996c22fd9	TCGA-FG-8186-01A	0793a41d-861b-4573-922d-43c0dcb50080	TCGA-FG-8186-01A-11	da6882e6-ec8d-42ce-a8d6-cb15bf7635a5	TCGA-FG-8186-01A-11R	'--	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.37	8.0	UV Spec	released	'--
TCGA-LGG	dce168b1-d2a9-4409-8437-ab382f6d7d31	TCGA-FG-A4MW	6843e29f-57b9-45e9-8aa3-c28fa5d0cd68	TCGA-FG-A4MW-01A	a072a736-6a77-436c-b158-a1d6218d0578	TCGA-FG-A4MW-01A-11	6c780cab-468b-4a45-a39a-a2180902891a	TCGA-FG-A4MW-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dce168b1-d2a9-4409-8437-ab382f6d7d31	TCGA-FG-A4MW	6843e29f-57b9-45e9-8aa3-c28fa5d0cd68	TCGA-FG-A4MW-01A	a072a736-6a77-436c-b158-a1d6218d0578	TCGA-FG-A4MW-01A-11	d72c5179-6feb-4566-b8f7-b2b954094054	TCGA-FG-A4MW-01A-11R	1.9	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.06	7.3	UV Spec	released	'--
TCGA-LGG	dce168b1-d2a9-4409-8437-ab382f6d7d31	TCGA-FG-A4MW	6843e29f-57b9-45e9-8aa3-c28fa5d0cd68	TCGA-FG-A4MW-01A	a072a736-6a77-436c-b158-a1d6218d0578	TCGA-FG-A4MW-01A-11	f0ff1b27-59d4-4b89-a610-d5bea4c881dc	TCGA-FG-A4MW-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	dce168b1-d2a9-4409-8437-ab382f6d7d31	TCGA-FG-A4MW	d801226c-3791-4e96-89f4-85d382096c6b	TCGA-FG-A4MW-10A	cf1ac150-d96b-45d5-aa03-483b5c0cbe41	TCGA-FG-A4MW-10A-01	0116d25e-133b-45a9-9926-12da4d26ce39	TCGA-FG-A4MW-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dce168b1-d2a9-4409-8437-ab382f6d7d31	TCGA-FG-A4MW	d801226c-3791-4e96-89f4-85d382096c6b	TCGA-FG-A4MW-10A	cf1ac150-d96b-45d5-aa03-483b5c0cbe41	TCGA-FG-A4MW-10A-01	aa1b2e39-f56e-45f4-aac0-7332741e95ec	TCGA-FG-A4MW-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	cb1e9916-c03f-405a-a797-15823df09c8e	TCGA-DH-A66B	aeda6b50-3e1a-4347-8704-08c05792578a	TCGA-DH-A66B-01A	dfbd8d20-66e0-4406-9422-7754a552f0f3	TCGA-DH-A66B-01A-11	2c67a6c2-b836-4574-bfa9-8bbee4775473	TCGA-DH-A66B-01A-11D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	cb1e9916-c03f-405a-a797-15823df09c8e	TCGA-DH-A66B	aeda6b50-3e1a-4347-8704-08c05792578a	TCGA-DH-A66B-01A	dfbd8d20-66e0-4406-9422-7754a552f0f3	TCGA-DH-A66B-01A-11	50c67ff5-767a-4143-bfbc-930809b125b1	TCGA-DH-A66B-01A-11R	2.13	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.23	8.0	UV Spec	released	'--
TCGA-LGG	cb1e9916-c03f-405a-a797-15823df09c8e	TCGA-DH-A66B	aeda6b50-3e1a-4347-8704-08c05792578a	TCGA-DH-A66B-01A	dfbd8d20-66e0-4406-9422-7754a552f0f3	TCGA-DH-A66B-01A-11	87e78f6f-581d-44ee-a315-4f78b710f9d7	TCGA-DH-A66B-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	cb1e9916-c03f-405a-a797-15823df09c8e	TCGA-DH-A66B	f2c43151-6779-455a-8474-b76306ec0d8f	TCGA-DH-A66B-10A	065538ea-ff69-4a1e-8d9d-75886c8a0216	TCGA-DH-A66B-10A-01	8f1b4d6f-e838-4b93-8d80-9cc0c779225c	TCGA-DH-A66B-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	cb1e9916-c03f-405a-a797-15823df09c8e	TCGA-DH-A66B	f2c43151-6779-455a-8474-b76306ec0d8f	TCGA-DH-A66B-10A	065538ea-ff69-4a1e-8d9d-75886c8a0216	TCGA-DH-A66B-10A-01	c0e0f8c2-2d82-4d0c-8ccb-89cf95a44ed2	TCGA-DH-A66B-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dd85dbb2-31c3-4bc2-9dff-3bd27c79a9ad	TCGA-S9-A6UB	19a6c33d-53ad-450d-b081-c0994f14db15	TCGA-S9-A6UB-10A	fe95094c-ace1-4abd-9893-d97f5d272919	TCGA-S9-A6UB-10A-01	4f14a015-5fbc-4f84-ab7f-539939aa180a	TCGA-S9-A6UB-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	dd85dbb2-31c3-4bc2-9dff-3bd27c79a9ad	TCGA-S9-A6UB	19a6c33d-53ad-450d-b081-c0994f14db15	TCGA-S9-A6UB-10A	fe95094c-ace1-4abd-9893-d97f5d272919	TCGA-S9-A6UB-10A-01	e33b93af-4055-44fd-873c-206cd3382541	TCGA-S9-A6UB-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dd85dbb2-31c3-4bc2-9dff-3bd27c79a9ad	TCGA-S9-A6UB	5fbacd23-d8b1-4ab0-a612-55d30123064f	TCGA-S9-A6UB-01A	775e01ea-e1a7-4759-a160-14ab15281f02	TCGA-S9-A6UB-01A-21	1696d1bc-8516-4a3d-a8d1-05d7531216e4	TCGA-S9-A6UB-01A-21W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	dd85dbb2-31c3-4bc2-9dff-3bd27c79a9ad	TCGA-S9-A6UB	5fbacd23-d8b1-4ab0-a612-55d30123064f	TCGA-S9-A6UB-01A	775e01ea-e1a7-4759-a160-14ab15281f02	TCGA-S9-A6UB-01A-21	82af2c41-1c6b-4824-a069-2436c1d56fbf	TCGA-S9-A6UB-01A-21D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	dd85dbb2-31c3-4bc2-9dff-3bd27c79a9ad	TCGA-S9-A6UB	5fbacd23-d8b1-4ab0-a612-55d30123064f	TCGA-S9-A6UB-01A	775e01ea-e1a7-4759-a160-14ab15281f02	TCGA-S9-A6UB-01A-21	c0fd57e6-44d1-45f4-a1e6-456cfdcedb8c	TCGA-S9-A6UB-01A-21R	1.92	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.46	8.7	UV Spec	released	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	5f1c5d39-82b1-4e39-9266-35a99bc31821	TCGA-HW-8321-10A	2e2d3c7f-5bd7-4c4e-9fd5-d97846ed7614	TCGA-HW-8321-10A-01	42a007b1-c5d4-4934-bec9-a9a4a8ad3167	TCGA-HW-8321-10A-01D	'--	'--	'--	DNA	D	'--	0.15	Chemical Lysis DNA Extraction	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	5f1c5d39-82b1-4e39-9266-35a99bc31821	TCGA-HW-8321-10A	2e2d3c7f-5bd7-4c4e-9fd5-d97846ed7614	TCGA-HW-8321-10A-01	f27efb98-e083-4025-8f5d-f853b30c63ae	TCGA-HW-8321-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	7f833c30-9d18-4384-a209-86bf2c0672e4	TCGA-HW-8321-01A-11R	'--	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.81	8.9	UV Spec	released	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	a76b56b9-9026-49ab-a3e0-89152febece6	TCGA-HW-8321-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G X	Yes	'--	'--	'--	released	'--
TCGA-LGG	36cf458b-3c8e-48e7-92ab-aea1c698e417	TCGA-HW-8321	d6656290-5a69-4c29-be89-227a94f4308a	TCGA-HW-8321-01A	d8eed7ab-6180-47e1-9141-d8a86d2edca0	TCGA-HW-8321-01A-11	aa8c6a63-afb5-4ce4-b9d4-142c3b1909fe	TCGA-HW-8321-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	ddfd76dc-15d6-4efc-85ea-31674161ebf3	TCGA-DU-5871	2ebef950-54c8-4635-bfe7-d3af0ca692bf	TCGA-DU-5871-10A	95f87ecd-dd09-42ab-bf2a-d0f27e7ab82b	TCGA-DU-5871-10A-01	122477a5-0b71-4041-bb88-65fc2dd0b6ee	TCGA-DU-5871-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	ddfd76dc-15d6-4efc-85ea-31674161ebf3	TCGA-DU-5871	2ebef950-54c8-4635-bfe7-d3af0ca692bf	TCGA-DU-5871-10A	95f87ecd-dd09-42ab-bf2a-d0f27e7ab82b	TCGA-DU-5871-10A-01	65b56778-859c-4000-b5e9-ec1bc3b787fb	TCGA-DU-5871-10A-01D	1.9	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	ddfd76dc-15d6-4efc-85ea-31674161ebf3	TCGA-DU-5871	85df37a7-8752-4a2e-831f-5ce639ce9190	TCGA-DU-5871-01A	264c57d0-a310-4bbb-a77c-961320f21564	TCGA-DU-5871-01A-12	872491fa-1916-420d-83e7-0f7d3dab3887	TCGA-DU-5871-01A-12W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	0.5	Repli-G	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	ddfd76dc-15d6-4efc-85ea-31674161ebf3	TCGA-DU-5871	85df37a7-8752-4a2e-831f-5ce639ce9190	TCGA-DU-5871-01A	264c57d0-a310-4bbb-a77c-961320f21564	TCGA-DU-5871-01A-12	903a9197-7de2-48b9-aca7-ef975f7e8b85	TCGA-DU-5871-01A-12D	1.9	'--	'--	DNA	D	'--	0.13	aDNA Preparation Type	Yes	'--	'--	UV Spec	released	'--
TCGA-LGG	ddfd76dc-15d6-4efc-85ea-31674161ebf3	TCGA-DU-5871	85df37a7-8752-4a2e-831f-5ce639ce9190	TCGA-DU-5871-01A	264c57d0-a310-4bbb-a77c-961320f21564	TCGA-DU-5871-01A-12	f3240032-64fc-480c-8374-089b669c2f60	TCGA-DU-5871-01A-12R	1.8	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.22	7.6	UV Spec	released	'--
TCGA-LGG	df22bc30-96e2-42de-9a39-2954db49841d	TCGA-DB-A64W	3193b9c5-0768-4d3d-a909-785ca78c3bf9	TCGA-DB-A64W-01A	27600b8e-7fbd-4846-9091-bad1ac3124c3	TCGA-DB-A64W-01A-11	20894902-0c29-4d67-ab50-2bba8da57641	TCGA-DB-A64W-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	df22bc30-96e2-42de-9a39-2954db49841d	TCGA-DB-A64W	3193b9c5-0768-4d3d-a909-785ca78c3bf9	TCGA-DB-A64W-01A	27600b8e-7fbd-4846-9091-bad1ac3124c3	TCGA-DB-A64W-01A-11	bec5d008-1a5b-4337-b106-c5a84b7638fb	TCGA-DB-A64W-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	df22bc30-96e2-42de-9a39-2954db49841d	TCGA-DB-A64W	3193b9c5-0768-4d3d-a909-785ca78c3bf9	TCGA-DB-A64W-01A	27600b8e-7fbd-4846-9091-bad1ac3124c3	TCGA-DB-A64W-01A-11	fe97ba90-0fe3-47b9-8a99-6e637a6c383d	TCGA-DB-A64W-01A-11R	1.85	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.62	8.7	UV Spec	released	'--
TCGA-LGG	df22bc30-96e2-42de-9a39-2954db49841d	TCGA-DB-A64W	612baa91-8d25-48b1-a634-290eecc41a7c	TCGA-DB-A64W-10A	9fa49a12-e0f2-49f4-8b8c-e333794b4088	TCGA-DB-A64W-10A-01	1e1beec7-5db6-4799-9831-39d9684285aa	TCGA-DB-A64W-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	df22bc30-96e2-42de-9a39-2954db49841d	TCGA-DB-A64W	612baa91-8d25-48b1-a634-290eecc41a7c	TCGA-DB-A64W-10A	9fa49a12-e0f2-49f4-8b8c-e333794b4088	TCGA-DB-A64W-10A-01	56db34fb-6bd8-4e9c-bfd5-8a2e052b2a07	TCGA-DB-A64W-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fa878a23-cd20-44ef-b438-33033b5fb1fe	TCGA-FG-A713	70794663-e46e-49f8-aec2-2d3367631476	TCGA-FG-A713-10A	bc469c8c-8afc-494e-93b6-2b3ea707d911	TCGA-FG-A713-10A-01	30621add-95b6-494f-8c08-df4fefd77652	TCGA-FG-A713-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	fa878a23-cd20-44ef-b438-33033b5fb1fe	TCGA-FG-A713	70794663-e46e-49f8-aec2-2d3367631476	TCGA-FG-A713-10A	bc469c8c-8afc-494e-93b6-2b3ea707d911	TCGA-FG-A713-10A-01	421b6c3c-23c1-41a0-ac24-67d9caa546fc	TCGA-FG-A713-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fa878a23-cd20-44ef-b438-33033b5fb1fe	TCGA-FG-A713	8cda26bb-dae1-480e-b15a-9c0bf371356e	TCGA-FG-A713-01A	7d85c8dd-63f4-41d1-8ee7-1161a1a98c11	TCGA-FG-A713-01A-11	7435d55a-1bbe-4696-ad74-ecd61c6efe62	TCGA-FG-A713-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	fa878a23-cd20-44ef-b438-33033b5fb1fe	TCGA-FG-A713	8cda26bb-dae1-480e-b15a-9c0bf371356e	TCGA-FG-A713-01A	7d85c8dd-63f4-41d1-8ee7-1161a1a98c11	TCGA-FG-A713-01A-11	a270175a-890f-44ae-8e80-b5b67c964cb9	TCGA-FG-A713-01A-11R	1.91	'--	'--	RNA	R	'--	0.15	mirVana (Allprep DNA) RNA	Yes	1.37	7.2	UV Spec	released	'--
TCGA-LGG	fa878a23-cd20-44ef-b438-33033b5fb1fe	TCGA-FG-A713	8cda26bb-dae1-480e-b15a-9c0bf371356e	TCGA-FG-A713-01A	7d85c8dd-63f4-41d1-8ee7-1161a1a98c11	TCGA-FG-A713-01A-11	cae98771-64c1-4edb-8608-2d6def50bc80	TCGA-FG-A713-01A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	df78e63d-4387-4177-b24f-f0e2c6c7ac32	TCGA-TQ-A7RJ	201044e4-be65-4136-ac3a-79892f1eb523	TCGA-TQ-A7RJ-10A	fb500be0-8714-4471-9be6-25ec47d70173	TCGA-TQ-A7RJ-10A-01	52135cc0-4e77-4dcc-b9ce-cd5e70ffa287	TCGA-TQ-A7RJ-10A-01D	'--	'--	'--	DNA	D	'--	0.16	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
TCGA-LGG	df78e63d-4387-4177-b24f-f0e2c6c7ac32	TCGA-TQ-A7RJ	201044e4-be65-4136-ac3a-79892f1eb523	TCGA-TQ-A7RJ-10A	fb500be0-8714-4471-9be6-25ec47d70173	TCGA-TQ-A7RJ-10A-01	849251a9-0921-4c57-8b5d-22ddb3ef1934	TCGA-TQ-A7RJ-10A-01W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	df78e63d-4387-4177-b24f-f0e2c6c7ac32	TCGA-TQ-A7RJ	7dff820b-e472-4f13-a56a-f6d1976e60b3	TCGA-TQ-A7RJ-01A	4aa5fd8e-627f-42d3-ab58-9678297520f9	TCGA-TQ-A7RJ-01A-11	19698617-3437-438d-bc19-ccfbf6fd925e	TCGA-TQ-A7RJ-01A-11R	1.9	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.33	8.0	UV Spec	released	'--
TCGA-LGG	df78e63d-4387-4177-b24f-f0e2c6c7ac32	TCGA-TQ-A7RJ	7dff820b-e472-4f13-a56a-f6d1976e60b3	TCGA-TQ-A7RJ-01A	4aa5fd8e-627f-42d3-ab58-9678297520f9	TCGA-TQ-A7RJ-01A-11	1cb6940e-d19a-408d-818c-d56beef7f891	TCGA-TQ-A7RJ-01A-11W	'--	'--	'--	Repli-G (Qiagen) DNA	W	'--	'--	Repli-G	Yes	'--	'--	'--	released	'--
TCGA-LGG	df78e63d-4387-4177-b24f-f0e2c6c7ac32	TCGA-TQ-A7RJ	7dff820b-e472-4f13-a56a-f6d1976e60b3	TCGA-TQ-A7RJ-01A	4aa5fd8e-627f-42d3-ab58-9678297520f9	TCGA-TQ-A7RJ-01A-11	c8ac678a-528f-4c3a-a023-37f17bca3dfb	TCGA-TQ-A7RJ-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
